id,FalseSent,OptionA,OptionB,OptionC
sentence_7605,I built a car in the store,a person can be unsatisfied with all the cars exhibited in the store,there's no equipment to build a car in the store,there are just a few kinds of cars in the store
sentence_7606,she is good at swimming so she plays water polo well,swimming is only a part of playing water ball,water polo is a difficult sport,a water polo game needs more than one players
sentence_7607,I swim well so I have an advantage in art,people can be both good at swimming and art,swimming is not a kind of art,swimming well needs strict training
sentence_7608,her skin got whiter after sunbathing,sunbathing can lead to many health problems,many girls want to have white skin,sunlight can make skin darker
sentence_7609,you need hardware or software to surf the Internet,sometimes we can't get hardware and software in the same place,it's very easy to connect to the Internet nowadays,we can't surf the Internet with only hardware or software
sentence_7610,I prepared some fuel to power myself,humans don't eat fuel,the taste of fuel is bad,sleep is the most effective way to power people
sentence_7611,policeman tried to arrest criminals to send them home,criminals often hide at home to avoid arrest,the policeman is often very busy,criminals are punished by staying in prison
sentence_7612,I will go to the hospital tomorrow to check if I'm alive,the hospital can't make dead people alive again,hospitals have saved a lot of people's lives,a person can't go to the hospital if he is dead
sentence_7613,I saw the sound of the birds,sound can't be seen,birds may not be singing when you see it,most birds are afraid of people
sentence_7614,nurses take care of doctors,doctors don't need the care of nurses,doctors and nurses often work together,no one will take care of the doctor
sentence_7615,I called a taxi and paid for the car,"to be a driver, you need to have a car first",the taxi driver won't agree to sell the car,taxi isn't a car for sale
sentence_7616,I keep things messy so that I can find something quick,it's difficult to find things in a mass,keeping things messy is a bad habit,when you try to find something you need to be patient
sentence_7617,I wore my wedding ring on my left foot,ring should be worn on the hand,walking with a ring on your feet is very uncomfortable,wedding rings need to be kept safe
sentence_7618,villagers planted a well to get water,the well grows too slow,villagers need water to farm,the well is not a plant
sentence_7619,I used steel to make a fish tank by myself,steel is one of the most sturdy materials,making fish tanks need transparent material,using steel to make fish tanks is too expensive
sentence_7620,I put my books in the wine rack,people are unable to understand the book when they are drunk,the wine rack isn't suitable for putting books,reading books with a cup of drink is very elegant
sentence_7621,everyone is amazed at her appearance when they first time smell her,we can't judge others only by appearance,we can't judge one's appearance by smelling,bathing on a regular basis will make you smell good
sentence_7622,we need woods to produce erasers,the eraser is a common stationery,extensive deforestation is not environmentally friendly,erasers are made by rubber
sentence_7623,I sunbathe on the dressing room every summer vacation,there's no sun light in the dressing room,people usually change clothes before sunbathing,staying in a dressing room for a long time is really weird
sentence_7624,a rainy day is a good chance to dry the clothes,we can use the rain water to wash clothes,people can only do indoor activities on rainy days,clothes dry very slow in a damp environment
sentence_7625,if you are robbed you should call the firefighter,people may feel too scared and don't know what to do,firefighters are responsible for handling fires,robbery usually happens in the bank
sentence_7626,he had an operation on his mind yesterday,curing mental illness is very difficult,the mind is not a human organ,operation on mind is very dangerous
sentence_7627,the bait is a very common dish for coastal people,fishermen can still fish without the bait,nobody knows how to cook the bait,the bait is not food for people
sentence_7628,I see a duck diving in the river,the river will be too cold to swim in winter,the duck can't dive in the water,ducks can avoid natural enemies by diving
sentence_7629,I spent more time on having fun so I had better grades,all work and no play makes Jack a dull boy,having fun can't help you study better,many people met their best friends in school
sentence_7630,I use the fork to cut the beef,forks are more useful in eating steak,the fork is not suitable for cutting,beef doesn't need to be cut
sentence_7631,eating too much is an unhealthy way to lose weight,eating too much can't help you lose weight,eating will make people happy,people can keep healthy by eating healthy food
sentence_7632,she was very angry when her son was admitted to the best school,she don't know school the school is the best,only the best students can be admitted to the best school,parents want their kids to go to the best school
sentence_7633,wine cellars are not just for drinking,wine cellars are used to store wine,people often chat with others when they are drinking,wine cellars are not open to everyone
sentence_7634,my grandpa can't sleep so he took stimulant pills,we should take stimulants under the guidance of doctors,stimulant pills will make people feel more excited,there are many other ways to help people fall asleep
sentence_7635,every time my cat eats bamboo it is very happy,cats eat different food,bamboo is very easy to get,cats don't eat bamboo
sentence_7636,we protect pandas in the zoo so they are rare,there are many wild pandas now,pandas are one of the most popular animals in the zoo,zoos also collect common animals
sentence_7637,she can become a model because she is out of shape,a model needs a good figure,people always admire models,she eats too much so she is out of shape
sentence_7638,she asked the cook to add more salt because she loved sweets,too much salt can lead to death,salt can't make food sweeter,sweet food is an important cause of obesity
sentence_7639,we listened carefully to what the teacher was thinking,people can't hear others' mind,sometimes we are very curious about what others are thinking,listening carefully during classes is a good thing
sentence_7640,you need a hat to prevent the spread of infection,hats can't stop the infection,hats are useful when the sunlight is glaring,wearing a hat is impolite on some occasions
sentence_7641,I bought a razor for my mother as a gift,woman don't sprout a beard,children shouldn't buy expensive gifts for parents,usually children love their parents very much
sentence_7642,you need to hang off the phone when the phone is ringing,you don't want your phone rings when you are in a meeting,the phone ringing means a call came in,sometimes you don't want to pick up someone's phone
sentence_7643,we agreed on a location before we had a call,sometimes it's a difficult thing to reach an agreement,calling doesn't require people to stay in the same place,people can't answer the phone when they are busy
sentence_7644,the root shelters us from the rain,the root grows underground,trees can't live without roots,we usually use umbrellas on rainy days
sentence_7645,Muslims do not eat pork because of the taste,now people are becoming more aware of protecting animals,Islam doesn't allow believers to eat pork,the taste of the pork is decided by chefs
sentence_7646,Coca-Cola has been popular for hundreds of years because of its name,nobody likes Coca-Cola's name,people are attracted by the taste of the drink,it's amazing that a drink can be popular for hundreds of years
sentence_7647,I just can't balance myself to drive the car,it's ok to make some mistakes during your learning,driving doesn't require drivers to balance themselves,you can learn driving faster if you have some gifts
sentence_7648,I got married after I found out that my wife had cheated on me,the husband can choose to forgive his wife,no one will marry an unfaithful woman,marriage is one of the most important things in a person's life
sentence_7649,I used the water to pack the pork,both people and pigs can't live without water,only solid can pack things,we should use water to clean the pork before cooking it
sentence_7650,I need toothpaste to take a shower,some toothpaste can't clean things well,people may forget to carry a toothpaste when they go on a trip,toothpaste is used to brush teeth
sentence_7651,the heroine kisses the audience in this movie,things that are impossible in life can happen in movies,people in the movie can't interact with the audience,we shouldn't kiss strangers
sentence_7652,people in the desert don't need water,people can live without water for about three days,everyone needs to drink water,some people prefer drinks to water
sentence_7653,queuing is a punishment for destroying order,people who haven't made mistakes should also line up,nobody wants to stand in a long queue,people who break the rules should be punished more severely
sentence_7654,ears are the organs we use to breathe,ears are used to listen,we can use mouth to breathe too,we can don't breathe for a few seconds
sentence_7655,we planted mines for a better world,only a few people can't change the world,mines can protect us,mines kill people and make the world worse
sentence_7656,running can improve our thinking ability,thinking ability is an important ability for everyone,running consumes too much energy,running improves our athletic ability
sentence_7657,spring is the season of harvest,spring is the season of sowing,there are four seasons in one year,it rains too much in spring
sentence_7658,advertising is used to show the shortcomings of products,customers are more concerned about the advantages,every product has its advantages and disadvantages,advertising is designed to attract people to buy products
sentence_7659,it's a great honor for me to have a talk with my mother,we speak less to our mothers when we grow older,speaking to mother is a normal thing,we should respect our parents
sentence_7660,he needed a calculator to solve this simple calculation,people can solve simple calculations by ourselves,calculator is a good learning tool,doing calculation can improve our math ability
sentence_7661,chatting with American is good for our Chinese learning,American doesn't speak Chinese,now we can chat with foreigners on the Internet,more and more people speak Chinese now
sentence_7662,farmers can pick up apples on the ground,books are not containers,not everyone has books,we should treasure our books
sentence_7663,illness can be cured during routine physicals,routine physicals don't include any treatment,doing routine physicals needs to be allowed by doctors,curing illness needs a long time
sentence_7664,I earned money by sleeping,you can make a lot of money in your dreams,you can do nothing without sleeping,nobody will pay you for sleeping
sentence_7665,my father found that he was pregnant yesterday,men don't want to be pregnant,only women can be pregnant,parents can have more than one child
sentence_7666,my nice wearing left a bad impression on him,we shouldn't judge someone only through his appearance,the first impression may change later,people admire those wearing nicely
sentence_7667,my new day began with a beautiful afternoon,some people will have a sleep in the afternoon,few people get up in the afternoon,afternoon comes later than morning in a day
sentence_7668,I bought some beds to open a cafe,beds are too expensive,sitting on the bed is uncomfortable,the cafe is not a place to sleep
sentence_7669,rice is the main food for all the people,we can also live without the main food,Asians love rice most,not everyone eats rice
sentence_7670,the game company makes games for encouragement,people set up companies to make money,players will praise a good game,many people download games free on the Internet
sentence_7671,the poem used many beautiful pictures,a poem is made of words,poets don't know how to draw,pictures are more difficult to understand
sentence_7672,a wall without touching the sky is impossible,it would be too expensive if the wall was built too high,no wall can touch the sky,nothing is impossible
sentence_7673,the handle on the door is for decoration,the handle on the door is a very practical thing,doors look better without handles,some decorations can also be very useful
sentence_7674,I need to buy a CD to watch videos at home,watching videos at home doesn't need CDs anymore,a CD can't store videos,renting CDs is a cheaper choice
sentence_7675,I bought a headphone to share the music with others,the headphone is a private music player,playing music outside can be annoying,others can use their own phones to enjoy music
sentence_7676,my parents went to the same public toilet just now,public toilets are divided by different genders,couples often go to the same place together,people still need private space after getting married
sentence_7677,my mother asks me to litter my room every day,kids will litter their rooms without parents' reminding,parents want their kids' rooms clean and tidy,"once you litter your room, it will be messy forever"
sentence_7678,programmers plant crops every day to earn money,programmers are not farmers,programmers can't work without eating crops,programmers can use money to buy crops
sentence_7679,you don't need learning to be a musician,to be a musician you need gifts,everyone can be a musician because everyone can sing by nature,musicians need to have a lot of professional knowledge
sentence_7680,I'm writing code on the paper,code on the paper can't run,you can write nothing without pencils,code on the paper can't be deleted
sentence_7681,soldiers wore fatigues to be attractive in the jungle,war in the forest is not environmentally friendly,fatigues are used to camouflage something,soldiers need comrades' attention in a battle
sentence_7682,I gradually recalled something due to the memory decay,memory decay can be cured,recalling something requires a good memory,forgetting something bad is better than recalling it
sentence_7683,Japanese has borrowed heavily from barking,Japanese has its own vocabulary and doesn't need to borrow from other languages,barking is annoying for everyone,barking is not a human language
sentence_7684,I need a stamp to send this email,stamps are totally useless now,sending emails doesn't need stamps,electricity is more important than stamps in sending emails
sentence_7685,I encourage my daughter to walk alone in the darkness,daughters need the company of their fathers as they grow up,walking alone in darkness is considered a dangerous thing,it takes great courage to walk alone in the darkness
sentence_7686,the rain fell into my head and my brain got wet,people will be stupid if their brain get wet,you can avoid getting wet by using umbrellas,rain can't get into people's heads
sentence_7687,I can't live without snacks,snacks can make people full just like main food,eating too many snacks will cause the over-weight problem,you can eat other food to live
sentence_7688,stone can warp the paper,paper is easy to break,stone is harder than paper,stone is not flexible
sentence_7689,proper temperature can be found on the south pole,people who have cars don't care about the distance too much,people don't necessarily just like things close to themselves,farther distance is a disadvantage
sentence_7690,I need inspirations to clean bowls,cleaning bowls is not a creative work,cleaning bowls is not a job everyone can do,inspirations are very important to artists
sentence_7691,I lit my house to warm myself,arson is a crime,I will have no place to stay if I burn my house,only wooden houses can be lit
sentence_7692,the flowers are crying,only animals can cry,flowers contain much water,flowers always feel happy
sentence_7693,we can talk with dogs,dogs can't speak humans' language,humans and animals can't make friends,we have many other ways to communicate with dogs except talking
sentence_7694,he thought it would rain soon so he carried sunglasses,it may not rain later,sunglasses are used in sunny days,accurate forecasting of the weather is difficult
sentence_7695,I brush my teeth every day to keep them dirty,brushing your teeth can make your teeth cleaner,many people begin their days with brushing teeth,some people don't care about the color of their teeth
sentence_7696,we can use fabricated data in scientific researches,scientific research should be realistic,making fabricated data is very easy,few people can make significant science researches
sentence_7697,we should ignore the traffic light when we go across the road,we can go across the road when no car is coming,we can't be distracted when we go across the road,traffic lights tell us if we can go across the road
sentence_7698,we went to the cemetery to chat with the dead people,many people think the cemetery is unlucky,people often hope they can talk with someone who is dead again,dead people can't speak anymore
sentence_7699,my best friend was in my lost wallet,wallet is too small for a person,losing a friend is sadder than losing money,the police will find the wallet for me
sentence_7700,"if we pick up other's wallet, we should share it with our friends",we shouldn't share our important things with others,the thing we picked up doesn't belong to us,maybe there's no money at all in the wallet
sentence_7701,the climate is a part of a nation's culture,the climate will influence a nation's culture,the climate is not created by humans,the climate in different places is very different
sentence_7702,everyone has expensive fingerprints,no one will pay for fingerprints,some people only have one finger,some people's fingerprints are cheap
sentence_7703,I found a lipstick in my mother's first-aid kit,doctors and nurses can also make up,there are many things in a first-aid kit,the lipstick is not a medical product
sentence_7704,my family go to the park to see plum blossoms every summer,some family members may don't like plum blossoms,the park is a good place for family activities,plum blossoms only exist in winter
sentence_7705,I bought some desert in the shopping mall for my daughter,girls don't like the desert,you can buy things for desert traveling in shopping malls,desert can't be sold in shopping malls
sentence_7706,the chick wanted to find its mother's breast to be fed,the chick will be eaten soon so it doesn't need to grow up,chickens are not mammals,the hen may have been eaten already
sentence_7707,humans' lifespan has been shortened thanks to the development of medical technology,we can live even longer in the future,advanced medical technology keeps more people away from death,most people want to live longer
sentence_7708,one day humans will settle on another star,nothing is impossible in the future,stars are not solid objects,the earth is always humans' home
sentence_7709,sailors work on the land,sailors' home is on the land,sailors work in ships and ships always float on the water,sailors have seen many islands
sentence_7710,teachers assign housework to the students,more and more parents think kids do too little housework nowadays,housework has little to do with what students learn in school,sometimes doing housework is treated as a punishment
sentence_7711,appearance is not very important for actors,being actors has a high requirement for appearance,we shouldn't judge a person only through his appearance,acting skills are the most important things for actors
sentence_7712,normal wearing can cause people to notice you at the party,normal things can't attract people's attention,clothes that suit you best may not suit others,all the people want to be the center of the attention at the party
sentence_7713,you will feel inferior about yourself when you dress nice,feeling inferior may lead to many mental problems,many people don't care about the appearance,nice dress will make one feel confident
sentence_7714,I cut my hair longer at the barber's,we can't make hair longer by cutting,only good barbers can cut longer hair,we can have a new hairstyle by ourselves
sentence_7715,I can count the number of stars in the sky,we can only see stars in the evening,you'd better lie down to count the stars,there are too many stars to count in the sky
sentence_7716,we can't breathe in the water because I don't have tails,we can breathe in the water with some tools,the tail is not used to breathe,we can keep balance without tails
sentence_7717,I could drink the whiskey on his breath,we can't drink other people's breath,we should keep a distance from the drunk people,whisky is a kind of popular wine
sentence_7718,people go to jail because they don't want freedom,people can serve their sentences at home now,there are many much easier ways to lose freedom,giving up the right of freedom is not the reason people go to jail
sentence_7719,I saw snow in Singapore in June,only kids like snow,there are many tourists in Singapore in June,it's summer in June in Singapore
sentence_7720,an umbrella can help you keep warm in snowy days,umbrellas can keep you dry in snowy days,going outside is very crazy in snowy days,we don't wear umbrellas
sentence_7721,the plane is a useful transportation tool in campus,plane tickets are too expensive for students,campuses are too small to use planes,no student can afford planes
sentence_7722,fans were sad when their team scored a goal,fans will be sad when their team lose a game,the audience watched the game on TV had no feelings at all,scoring goals means your team can win the game
sentence_7723,I got a scholarship for cheating in the exam,you can get high scores if you cheated in the exam,cheating in the exam is a skillful thing,people should be punished rather than rewarded for cheating
sentence_7724,the hot weather made me keep bleeding,you need a doctor immediately if you are bleeding,people only bleed when they are injured,too much blood loss can lead to death
sentence_7725,you don't need to try out products when you shop online,people do need to try out products when they are shopping,you can try out products in offline shops,you can spend less time in shopping if you don't try out products
sentence_7726,reading can make driving a joyful thing,driving is a joyful thing itself,drivers can't read books when they are driving,reading in cars will make many people feel sick
sentence_7727,cat walking is a useful skill in marathon running,both cat walking and marathon running require strict training,marathon is a difficult sport,cat walking is used by models in the show
sentence_7728,both funerals and weddings are cheerful ceremonies,everyone will have his funeral,the atmosphere in funerals is sad,not everyone will experience weddings
sentence_7729,I often bought chalk for teachers to write on the ipads when I was a boy,only teachers can use the chalk,ipads are widely used in education nowadays,chalk is used to write on the blackboards
sentence_7730,his father died for giving birth to him,doctors will ensure the childbirth is safe,children need parental love in the process of growing up,men can't have childbirth
sentence_7731,gardeners grow crops in gardens,gardens where gardeners work usually belong to others,gardeners eat crops too,growing crops is farmers' job
sentence_7732,I use Photoshop to change the color of my room,using Photoshop to change colors is too slow,I need a computer first to use Photoshop,Photoshop can't change the colors in the real world
sentence_7733,I can't forget the night that I saw cells with telescope,telescopes are used to observe things far away,we need light to use telescopes in the evening,some cells can be seen by humans' eyes without using any tools
sentence_7734,I burned myself accidentally when I was taking a shower,the process of treating burns is very painful,we don't use fire when we take a shower,bathrooms are usually too wet to light fire
sentence_7735,every time I hang out at the cinema I will get drunk,the cinema is a boring place if you don't watch movies there,people also chat with others at the bar,the cinema is a place for watching movies rather than drinking
sentence_7736,I gave birth to my grandson,it's my children giving birth to my grandchildren,more and more elders don't have grandchildren now,elders love their grandchildren very much
sentence_7737,you should have your passport ready before you take domestic flights,you need your passport only when you are abroad,the security clerks will check your personal information strictly,you may lose your passport during the trip
sentence_7738,mushrooms are a very rare dish in Asia,mushrooms are many people's favorite food,most people can get mushrooms to eat easily,mushrooms are not popular in Europe
sentence_7739,we can change our fingerprints when we want,humans' fingerprints can't be changed,people don't have hands have no fingerprints,different people have different fingerprints
sentence_7740,flu can spread easily through eye contact,sick people will be isolated so they can see no one,flu is not a serious illness,the disease can't spread through eye contact
sentence_7741,waterfalls are a feat of modern engineering,waterfalls are not created by humans,humans have made great progress in modern engineering,there are many spectacular waterfalls in the world
sentence_7742,I'm so busy that I haven't slept for two years,it's impossible for people not to sleep for two years,sleeping is one of the most comfortable things,we can refresh ourselves by drinking coffee
sentence_7743,we can't breathe without the noses,noses are also important for the sense of smell,we can also use mouth to breathe,it's impossible for us to have no noses
sentence_7744,I brought my friendship to float in the sea,we should treasure our friendships,friendship is not a ship,floating in the sea would be more interesting with friends
sentence_7745,he won a prize as best thief,thieves will be sent to prison,winning a prize is a cheerful thing,no one will award the thief
sentence_7746,I don't know what's my real gender,people of different genders are very different,people want to learn themselves,people know their genders
sentence_7747,Joel said hello to his kids before traveling to Africa,travelling to foreign countries takes a long time,we say hello to almost all the people,people say goodbye to each other when they are about to be separated
sentence_7748,writing a story requires a beautiful voice,there are more and more audiobooks on the Internet,voice is useless in writing a story,writing a story doesn't need a quiet environment
sentence_7749,a life jacket can save your life when you are falling from a high place,you should be careful when you are in a high place,life jackets are used to float in water,life jackets are designed to save people's lives
sentence_7750,humans can be identified by their unique names,a person's name should be included in his self-introduction,different people may have the same names,other people will remember your name but forget other information easily
sentence_7751,it has been rainy for a long time and the river dried up,drought is a type of extreme weather,the rain will bring water to the river,the rain is expected in dry places
sentence_7752,I attended a classical concert to enjoy the paintings,the concert is a music activity,both music and painting are forms of art,classical music can remind me of classical paintings
sentence_7753,many animals eat air but humans don't,air can't provide energy,human beings are also a kind of animals,all animals can't live without air
sentence_7754,I need to bring my kitchenware when I go to the restaurant,I don't need to cook in the restaurant,nobody can prepare food without kitchenware,I can have free dinner if I cook dinner myself in the restaurant
sentence_7755,the sun rises sometimes in China,sometimes we can't see the sun the whole day,the sun will disappear in the far future,the sun shines on China every day
sentence_7756,I called the front counter and asked them to send some drugs to my room,the use of drugs is a problem in many countries,drug trafficking is illegal,drugs can make people very happy for a few seconds
sentence_7757,they have reserved a table for us in the theatre,reserving tables happens in the restaurant,there may be some tables on the stage,some theatres have restaurants inside
sentence_7758,I promised to help my boyfriend because I was too busy,once you promised something you should do it,the lover is one of the closest persons to you,being too busy can't be the reason you help others
sentence_7759,football players wear short sleeves to protect themselves,football players are easy to be injured in games,wearing long sleeves is also common for football players,short sleeves have poor protection
sentence_7760,I want to make an appointment for a facial last week,doing a facial doesn't need appointments,you can only make appointments for future events,the beauty salon may not have spare time
sentence_7761,plastic surgery is for health,plastic surgery is still a controversial topic nowadays,there are many other ways to keep healthy,plastic surgery can't make you healthier
sentence_7762,human liver is an expensive ingredient,human liver is not an ingredient,human liver is not expensive,human liver is too difficult to cook
sentence_7763,some ingredients are expensive because it's common,nobody likes expensive ingredients,easy to get will make things cheap,photos of expensive ingredients are very common
sentence_7764,ingredients need to be photographed before being eaten,many people like taking pictures of food before eating it,now it's very easy to take pictures,taking pictures can't make ingredients edible
sentence_7765,I was disappointed because the expensive food tasted good,high price will make people feel disappointed,people expect good things when the price is high,expensive food must be good
sentence_7766,burying garbage is a green lifestyle,landfill will pollute the soil,we have the freedom of choosing a green lifestyle or not,not all the garbage is green
sentence_7767,thanks to the leather belt I survived in the car accident,it's luck that helps people survive in the car accident,the car accident is decreasing year by year,leather belt is used for dressing
sentence_7768,starving people care little about food sources,starving people need food sources to fill their stomachs,many things will be the food source for starving people,we can donate to starving people
sentence_7769,natural disaster will pity rich people,money is useless in natural disasters,rich people know more about natural disaster,some natural disasters kill no one
sentence_7770,a campfire can be nice in a cold tent,we don't need campfire if we have air conditioning,we don't need campfire if we have lights,the campfire will burn the tent
sentence_7771,I need fuel to power my smart watch,smart watches consume fuel too quickly,smart watches don't need power,smart watches don't consume fuel
sentence_7772,I spent the whole night sleeping to get off the jet,sleeping can't help you get off the jet,sleeping in planes is usually very uncomfortable,it's difficult to sleep the whole night
sentence_7773,I wanted to quit them because I enjoyed chatting with them,sometimes people want to stay alone,I can't chat with them if I quit them,people want to make more and more new friends
sentence_7774,he found he was gay when he fell in love with a woman,many homosexuals don't want others to know their sexual orientation,homosexuals love people of the same gender,homosexuals should be treated fairly
sentence_7775,weighing an elephant is very difficult because of its cute appearance,there's no need to weigh an elephant,cute appearance doesn't prevent weighing,we know the weight of an elephant without weighing it
sentence_7776,the malignant tumor doesn't have fatal harm for you,if the tumor is fatal or not is decided by doctors,medical technology have developed greatly,the malignant tumor kills the patients easily
sentence_7777,kids catch butterflies for food,kids often need adults' help to catch butterflies,butterflies are not delicious,butterflies are not food for human
sentence_7778,I used to take notes on the pens,pens have no space to take notes,people who have good memory don't need to take notes,we use smartphones to take notes nowadays
sentence_7779,students need to write their scores on the examination paper,students care about examination score very much,scores are written by teachers on the paper,students don't need to know their scores
sentence_7780,perming will make your hair longer,perming too many times is bad for people's health,perming can't change the length of hair,perming is very popular during teenagers
sentence_7781,one kilogram of stone is much heavier than a kilogram of feather,a piece of stone is much heavier than a piece of feather,any things that are one kilogram are equally heavy,the density of the stone is much larger than the feather
sentence_7782,it's crazy to turn on the air conditioning on a freezing day,air conditioning can warm up a room,air conditioning consumes too much electricity,we need thicker sweaters on freezing days
sentence_7783,we need different passports to visit different countries,what we need to visit other countries is fly tickets,we can't go abroad without passports,one person only has one legal passport
sentence_7784,people doing noble things are really selfish,nowadays people only care about themselves,noble things include unselfish things,selfish people also do noble things
sentence_7785,spring festival celebrates the first day of the solar calendar new year,spring festival now is widely celebrated in the whole world,spring festival is the Lunar Festival,spring festival is the Chinese traditional festival
sentence_7786,after the loan we need to give credit card back to the bank,we can keep credit cards when we owe the bank,we can use credit cards to apply for a loan,credit cards can't be recycled
sentence_7787,I always carry my desktop pc with me,desktop pc is too heavy to be carried around,there's no need to carry computers all the time,more and more things can be done on the Internet
sentence_7788,Nike printed the prices on the clothes,clothes' prices are printed on the price cards,customers care about the price of clothes very much,every cloth has its price
sentence_7789,I took a photo to record the process of my son making cakes for the first time,we don't need to record the first time of doing everything,a photo can only record one moment of an action,taking photos of others need other people's permission
sentence_7790,wearing slippers are a good choice for weddings,slippers are too informal for weddings,it's nice if weddings are held in a relaxed atmosphere,wearing slippers is very comfortable
sentence_7791,grasshoppers can be a water source,nobody wants to put grasshoppers in mouth,grasshoppers are rare in dry places,grasshoppers contain little water
sentence_7792,a open air park is a good place to stay on rainy days,open air parks are especially good for family activities,you will get wet in open air park on rainy days,an open air park are often the center of a community
sentence_7793,most of the earth's surface is covered by dirt,almost all the people live on land,soil is an important part of the earth,soil on the earth's surface is less than water
sentence_7794,language remains unchanged as time goes by,words in some languages have never changed for thousands of years,nobody knows what will happen in the future,languages will change to adapt to changes in the world
sentence_7795,a cup of coffee in the morning can make you smarter,coffee that can make you smarter is very expensive,coffee can't improve intelligence,you can have a cup of coffee at any time
sentence_7796,I pressed the accelerator in my bicycle to speed up,bicycles often have two wheels,cycling too fast is very dangerous,bicycles don't have accelerators
sentence_7797,I ate iron to end my hunger pains,you should find some food immediately when you have hunger pains,hunger pains are bad for health,humans can't eat iron
sentence_7798,"in old age, muscles go through a growth spurt",muscles develop very slowly in old age,people still use muscles every day in old age,people don't have muscles in old age
sentence_7799,animals develop from seeds,both animals and seeds have lives,animals develop from eggs,animals are much bigger than seeds
sentence_7800,washing your car is for keeping it fast,car speed has nothing to do with its cleanliness,your car will always get dirty,keeping car fast consumes fuel
sentence_7801,people invented toothpaste to keep toothbrush clean,toothbrush cleanliness is important for the health of the teeth,cleaning toothbrush doesn't need toothpaste,toothpaste are produced in factories
sentence_7802,you can buy drinks from vending machines without paying money,the variety of drinks are limited in vending machines,vending machines are the result of technology development,drinks in vending machines are not free
sentence_7803,it seems my joke is funny because nobody laughed,a funny joke should make people laugh,different people will have different feelings about the same joke,telling a boring joke is embarrassing
sentence_7804,you need to be careful of sharks when you swim in the swimming pool,sharks don't live in the swimming pool,sharks can kill people easily in water,swimming in the swimming pool is safe generally
sentence_7805,I finished my work while I going to sleep,people can't do anything else when they are sleeping,you may feel difficult to fall asleep when you have unfinished work,sometimes people dream that they were working
sentence_7806,"I can't afford the flight ticket from China to the US, so I decided to walk",tickets from China to the US are not expensive in spring,the distance between China and America is too long to walk,you can only go to America by swimming
sentence_7807,animals in the Acrobatic Troupe receive wages every day,animals help the Acrobatic Troupe earn a lot of money,money is useless to animals,animals should be treated fairly
sentence_7808,the teacher was very cheerful that I was late for school again and again,insisting on doing one thing is very worthwhile,being late for school is a violation of regulations,teachers don't care about what students do
sentence_7809,he scored a crucial goal by hand in a soccer match,hands can't touch the ball in a soccer match,playing soccer is a group sport,players who scored a goal are the heroes of the team
sentence_7810,we built street lamps to provide a personal service,street lamps light for everyone,street lamps were built by the government,street lamps only light in the evening
sentence_7811,I was very scared to see old friends abroad,seeing old friends is a happy thing,when we feel scared we should run away immediately,we should be careful when we are abroad
sentence_7812,Alice broke down when the situation was hopeful,when someone else broke down we should try to comfort him,people don't need to feel upset in a hopeful situation,the situation won't be hopeful if we do nothing
sentence_7813,ice cream is more popular in winter than in summer,ice cream has been very popular for hundreds of years,it is too cold to eat ice cream in winter,not every place on the earth has different seasons
sentence_7814,my boss checks read messages carefully every day,the email is a useful tool for remote communication,read messages are messages that have already been checked before,the boss prefers to communicate face to face
sentence_7815,we are vaccinated for the cure of the disease,most of us were vaccinated when we were children,vaccine can only prevent disease,some diseases still cannot be cured
sentence_7816,I bought a pan for drinking fresh juice,the capacity of the pan is not big enough,fresh juice is good for health,the pan can't squeeze the juice contained in the fruit
sentence_7817,taking summer vacation caused lots of stress,preparing for the holidays is very troublesome,taking a vacation is very relaxing,taking a vacation can relieve stress
sentence_7818,disguise can lead you to the answer,to find the answer you can only rely on yourself,the process of finding answers is interesting,disguise covers up the answer
sentence_7819,the company hired more employees because of continued losses,the company will bankrupt if it can't stop the loss in time,employees can help the company earn more money,hiring employees will increase the company's losses
sentence_7820,the blind man can't hear me yelling,we should lend a helping hand to the blind man,yelling at others is very rude,blind men can't see but they can hear the sound
sentence_7821,building workers risk injury by not wearing baseball caps,baseball caps are useless in protection of the head,the building worker is not a safe job,building workers like wearing baseball caps in their spare time
sentence_7822,going to the zoo is for being seen,animals can see the visitors too,the zoo is a suitable place for the family activity,zoo visitors' attention is all on the animals
sentence_7823,people expect boredom when they go to the cinema,people go to the cinema for fun,some films are really boring,people will try to find things to do when they feel boring
sentence_7824,Bob sang a picture yesterday,a picture is very difficult to sing,a person can both be a singer and painter,only songs can be sung
sentence_7825,paying by credit card is for not paying money,you can buy more things if have several credit cards,the price doesn't change when you pay by credit card,using credit cards too frequently is not a good habit for a young man
sentence_7826,the players will buy a cup of beer before the basketball game begins,drinking before the game will make the player performs worse,drinking is a common behavior when people are under pressure,playing basketball will make players thirst
sentence_7827,I need to say goodbye to people on TV when I finish watching the TV show,saying goodbye when you are going to leave is a good manner,we shouldn't spend too much time in watching TV,people on TV can't communicate with the audience
sentence_7828,the ship hit the train yesterday,ships move much slower than the train,traffic accident is terrible,ships move in the water while the train moves in the land
sentence_7829,I can lift the gym easily,people lift many things in the gym,a gym is too heavy for humans to lift,excessive exercise is harmful to the body
sentence_7830,meeting my friends is for business,most friends meetings occur during the free time,friends aren't those doing business with you,we do business for money
sentence_7831,I had plastic surgery in the pharmacy,the pharmacy doesn't have equipment to do surgery,plastic surgery is more expensive than drugs,we need to go to the pharmacy in order to cure our diseases
